Code,"Name",SubCategory,Block,Group
U+0000,"NULL",Cc,Basic Latin,Latin
U+0001,"START OF HEADING",Cc,Basic Latin,Latin
U+0002,"START OF TEXT",Cc,Basic Latin,Latin
U+0003,"END OF TEXT",Cc,Basic Latin,Latin
U+0004,"END OF TRANSMISSION",Cc,Basic Latin,Latin
U+0005,"ENQUIRY",Cc,Basic Latin,Latin
U+0006,"ACKNOWLEDGE",Cc,Basic Latin,Latin
U+0007,"BELL",Cc,Basic Latin,Latin
U+0008,"BACKSPACE",Cc,Basic Latin,Latin
U+0009,"CHARACTER TABULATION",Cc,Basic Latin,Latin
U+000A,"LINE FEED (LF)",Cc,Basic Latin,Latin
U+000B,"LINE TABULATION",Cc,Basic Latin,Latin
U+000C,"FORM FEED (FF)",Cc,Basic Latin,Latin
U+000D,"CARRIAGE RETURN (CR)",Cc,Basic Latin,Latin
U+000E,"SHIFT OUT",Cc,Basic Latin,Latin
U+000F,"SHIFT IN",Cc,Basic Latin,Latin
U+0010,"DATA LINK ESCAPE",Cc,Basic Latin,Latin
U+0011,"DEVICE CONTROL ONE",Cc,Basic Latin,Latin
U+0012,"DEVICE CONTROL TWO",Cc,Basic Latin,Latin
U+0013,"DEVICE CONTROL THREE",Cc,Basic Latin,Latin
U+0014,"DEVICE CONTROL FOUR",Cc,Basic Latin,Latin
U+0015,"NEGATIVE ACKNOWLEDGE",Cc,Basic Latin,Latin
U+0016,"SYNCHRONOUS IDLE",Cc,Basic Latin,Latin
U+0017,"END OF TRANSMISSION BLOCK",Cc,Basic Latin,Latin
U+0018,"CANCEL",Cc,Basic Latin,Latin
U+0019,"END OF MEDIUM",Cc,Basic Latin,Latin
U+001A,"SUBSTITUTE",Cc,Basic Latin,Latin
U+001B,"ESCAPE",Cc,Basic Latin,Latin
U+001C,"INFORMATION SEPARATOR FOUR",Cc,Basic Latin,Latin
U+001D,"INFORMATION SEPARATOR THREE",Cc,Basic Latin,Latin
U+001E,"INFORMATION SEPARATOR TWO",Cc,Basic Latin,Latin
U+001F,"INFORMATION SEPARATOR ONE",Cc,Basic Latin,Latin
U+0020,"SPACE",Zs,Basic Latin,Latin
U+0021,"EXCLAMATION MARK",Po,Basic Latin,Latin
U+0022,"QUOTATION MARK",Po,Basic Latin,Latin
U+0023,"NUMBER SIGN",Po,Basic Latin,Latin
U+0024,"DOLLAR SIGN",Sc,Basic Latin,Latin
U+0025,"PERCENT SIGN",Po,Basic Latin,Latin
U+0026,"AMPERSAND",Po,Basic Latin,Latin
U+0027,"APOSTROPHE",Po,Basic Latin,Latin
U+0028,"LEFT PARENTHESIS",Ps,Basic Latin,Latin
U+0029,"RIGHT PARENTHESIS",Pe,Basic Latin,Latin
U+002A,"ASTERISK",Po,Basic Latin,Latin
U+002B,"PLUS SIGN",Sm,Basic Latin,Latin
U+002C,"COMMA",Po,Basic Latin,Latin
U+002D,"HYPHEN-MINUS",Pd,Basic Latin,Latin
U+002E,"FULL STOP",Po,Basic Latin,Latin
U+002F,"SOLIDUS",Po,Basic Latin,Latin
U+0030,"DIGIT ZERO",Nd,Basic Latin,Latin
U+0031,"DIGIT ONE",Nd,Basic Latin,Latin
U+0032,"DIGIT TWO",Nd,Basic Latin,Latin
U+0033,"DIGIT THREE",Nd,Basic Latin,Latin
U+0034,"DIGIT FOUR",Nd,Basic Latin,Latin
U+0035,"DIGIT FIVE",Nd,Basic Latin,Latin
U+0036,"DIGIT SIX",Nd,Basic Latin,Latin
U+0037,"DIGIT SEVEN",Nd,Basic Latin,Latin
U+0038,"DIGIT EIGHT",Nd,Basic Latin,Latin
U+0039,"DIGIT NINE",Nd,Basic Latin,Latin
U+003A,"COLON",Po,Basic Latin,Latin
U+003B,"SEMICOLON",Po,Basic Latin,Latin
U+003C,"LESS-THAN SIGN",Sm,Basic Latin,Latin
U+003D,"EQUALS SIGN",Sm,Basic Latin,Latin
U+003E,"GREATER-THAN SIGN",Sm,Basic Latin,Latin
U+003F,"QUESTION MARK",Po,Basic Latin,Latin
U+0040,"COMMERCIAL AT",Po,Basic Latin,Latin
U+0041,"LATIN CAPITAL LETTER A",Lu,Basic Latin,Latin
U+0042,"LATIN CAPITAL LETTER B",Lu,Basic Latin,Latin
U+0043,"LATIN CAPITAL LETTER C",Lu,Basic Latin,Latin
U+0044,"LATIN CAPITAL LETTER D",Lu,Basic Latin,Latin
U+0045,"LATIN CAPITAL LETTER E",Lu,Basic Latin,Latin
U+0046,"LATIN CAPITAL LETTER F",Lu,Basic Latin,Latin
U+0047,"LATIN CAPITAL LETTER G",Lu,Basic Latin,Latin
U+0048,"LATIN CAPITAL LETTER H",Lu,Basic Latin,Latin
U+0049,"LATIN CAPITAL LETTER I",Lu,Basic Latin,Latin
U+004A,"LATIN CAPITAL LETTER J",Lu,Basic Latin,Latin
U+004B,"LATIN CAPITAL LETTER K",Lu,Basic Latin,Latin
U+004C,"LATIN CAPITAL LETTER L",Lu,Basic Latin,Latin
U+004D,"LATIN CAPITAL LETTER M",Lu,Basic Latin,Latin
U+004E,"LATIN CAPITAL LETTER N",Lu,Basic Latin,Latin
U+004F,"LATIN CAPITAL LETTER O",Lu,Basic Latin,Latin
U+0050,"LATIN CAPITAL LETTER P",Lu,Basic Latin,Latin
U+0051,"LATIN CAPITAL LETTER Q",Lu,Basic Latin,Latin
U+0052,"LATIN CAPITAL LETTER R",Lu,Basic Latin,Latin
U+0053,"LATIN CAPITAL LETTER S",Lu,Basic Latin,Latin
U+0054,"LATIN CAPITAL LETTER T",Lu,Basic Latin,Latin
U+0055,"LATIN CAPITAL LETTER U",Lu,Basic Latin,Latin
U+0056,"LATIN CAPITAL LETTER V",Lu,Basic Latin,Latin
U+0057,"LATIN CAPITAL LETTER W",Lu,Basic Latin,Latin
U+0058,"LATIN CAPITAL LETTER X",Lu,Basic Latin,Latin
U+0059,"LATIN CAPITAL LETTER Y",Lu,Basic Latin,Latin
U+005A,"LATIN CAPITAL LETTER Z",Lu,Basic Latin,Latin
U+005B,"LEFT SQUARE BRACKET",Ps,Basic Latin,Latin
U+005C,"REVERSE SOLIDUS",Po,Basic Latin,Latin
U+005D,"RIGHT SQUARE BRACKET",Pe,Basic Latin,Latin
U+005E,"CIRCUMFLEX ACCENT",Sk,Basic Latin,Latin
U+005F,"LOW LINE",Pc,Basic Latin,Latin
U+0060,"GRAVE ACCENT",Sk,Basic Latin,Latin
U+0061,"LATIN SMALL LETTER A",Ll,Basic Latin,Latin
U+0062,"LATIN SMALL LETTER B",Ll,Basic Latin,Latin
U+0063,"LATIN SMALL LETTER C",Ll,Basic Latin,Latin
U+0064,"LATIN SMALL LETTER D",Ll,Basic Latin,Latin
U+0065,"LATIN SMALL LETTER E",Ll,Basic Latin,Latin
U+0066,"LATIN SMALL LETTER F",Ll,Basic Latin,Latin
U+0067,"LATIN SMALL LETTER G",Ll,Basic Latin,Latin
U+0068,"LATIN SMALL LETTER H",Ll,Basic Latin,Latin
U+0069,"LATIN SMALL LETTER I",Ll,Basic Latin,Latin
U+006A,"LATIN SMALL LETTER J",Ll,Basic Latin,Latin
U+006B,"LATIN SMALL LETTER K",Ll,Basic Latin,Latin
U+006C,"LATIN SMALL LETTER L",Ll,Basic Latin,Latin
U+006D,"LATIN SMALL LETTER M",Ll,Basic Latin,Latin
U+006E,"LATIN SMALL LETTER N",Ll,Basic Latin,Latin
U+006F,"LATIN SMALL LETTER O",Ll,Basic Latin,Latin
U+0070,"LATIN SMALL LETTER P",Ll,Basic Latin,Latin
U+0071,"LATIN SMALL LETTER Q",Ll,Basic Latin,Latin
U+0072,"LATIN SMALL LETTER R",Ll,Basic Latin,Latin
U+0073,"LATIN SMALL LETTER S",Ll,Basic Latin,Latin
U+0074,"LATIN SMALL LETTER T",Ll,Basic Latin,Latin
U+0075,"LATIN SMALL LETTER U",Ll,Basic Latin,Latin
U+0076,"LATIN SMALL LETTER V",Ll,Basic Latin,Latin
U+0077,"LATIN SMALL LETTER W",Ll,Basic Latin,Latin
U+0078,"LATIN SMALL LETTER X",Ll,Basic Latin,Latin
U+0079,"LATIN SMALL LETTER Y",Ll,Basic Latin,Latin
U+007A,"LATIN SMALL LETTER Z",Ll,Basic Latin,Latin
U+007B,"LEFT CURLY BRACKET",Ps,Basic Latin,Latin
U+007C,"VERTICAL LINE",Sm,Basic Latin,Latin
U+007D,"RIGHT CURLY BRACKET",Pe,Basic Latin,Latin
U+007E,"TILDE",Sm,Basic Latin,Latin
U+007F,"DELETE",Cc,Basic Latin,Latin
U+0080,"control",Cc,Latin-1 Supplement,Latin
U+0081,"control",Cc,Latin-1 Supplement,Latin
U+0082,"BREAK PERMITTED HERE",Cc,Latin-1 Supplement,Latin
U+0083,"NO BREAK HERE",Cc,Latin-1 Supplement,Latin
U+0084,"control",Cc,Latin-1 Supplement,Latin
U+0085,"NEXT LINE (NEL)",Cc,Latin-1 Supplement,Latin
U+0086,"START OF SELECTED AREA",Cc,Latin-1 Supplement,Latin
U+0087,"END OF SELECTED AREA",Cc,Latin-1 Supplement,Latin
U+0088,"CHARACTER TABULATION SET",Cc,Latin-1 Supplement,Latin
U+0089,"CHARACTER TABULATION WITH JUSTIFICATION",Cc,Latin-1 Supplement,Latin
U+008A,"LINE TABULATION SET",Cc,Latin-1 Supplement,Latin
U+008B,"PARTIAL LINE FORWARD",Cc,Latin-1 Supplement,Latin
U+008C,"PARTIAL LINE BACKWARD",Cc,Latin-1 Supplement,Latin
U+008D,"REVERSE LINE FEED",Cc,Latin-1 Supplement,Latin
U+008E,"SINGLE SHIFT TWO",Cc,Latin-1 Supplement,Latin
U+008F,"SINGLE SHIFT THREE",Cc,Latin-1 Supplement,Latin
U+0090,"DEVICE CONTROL STRING",Cc,Latin-1 Supplement,Latin
U+0091,"PRIVATE USE ONE",Cc,Latin-1 Supplement,Latin
U+0092,"PRIVATE USE TWO",Cc,Latin-1 Supplement,Latin
U+0093,"SET TRANSMIT STATE",Cc,Latin-1 Supplement,Latin
U+0094,"CANCEL CHARACTER",Cc,Latin-1 Supplement,Latin
U+0095,"MESSAGE WAITING",Cc,Latin-1 Supplement,Latin
U+0096,"START OF GUARDED AREA",Cc,Latin-1 Supplement,Latin
U+0097,"END OF GUARDED AREA",Cc,Latin-1 Supplement,Latin
U+0098,"START OF STRING",Cc,Latin-1 Supplement,Latin
U+0099,"control",Cc,Latin-1 Supplement,Latin
U+009A,"SINGLE CHARACTER INTRODUCER",Cc,Latin-1 Supplement,Latin
U+009B,"CONTROL SEQUENCE INTRODUCER",Cc,Latin-1 Supplement,Latin
U+009C,"STRING TERMINATOR",Cc,Latin-1 Supplement,Latin
U+009D,"OPERATING SYSTEM COMMAND",Cc,Latin-1 Supplement,Latin
U+009E,"PRIVACY MESSAGE",Cc,Latin-1 Supplement,Latin
U+009F,"APPLICATION PROGRAM COMMAND",Cc,Latin-1 Supplement,Latin
U+00A0,"NO-BREAK SPACE",Zs,Latin-1 Supplement,Latin
U+00A1,"INVERTED EXCLAMATION MARK",Po,Latin-1 Supplement,Latin
U+00A2,"CENT SIGN",Sc,Latin-1 Supplement,Latin
U+00A3,"POUND SIGN",Sc,Latin-1 Supplement,Latin
U+00A4,"CURRENCY SIGN",Sc,Latin-1 Supplement,Latin
U+00A5,"YEN SIGN",Sc,Latin-1 Supplement,Latin
U+00A6,"BROKEN BAR",So,Latin-1 Supplement,Latin
U+00A7,"SECTION SIGN",Po,Latin-1 Supplement,Latin
U+00A8,"DIAERESIS",Sk,Latin-1 Supplement,Latin
U+00A9,"COPYRIGHT SIGN",So,Latin-1 Supplement,Latin
U+00AA,"FEMININE ORDINAL INDICATOR",Lo,Latin-1 Supplement,Latin
U+00AB,"LEFT-POINTING DOUBLE ANGLE QUOTATION MARK",Pi,Latin-1 Supplement,Latin
U+00AC,"NOT SIGN",Sm,Latin-1 Supplement,Latin
U+00AD,"SOFT HYPHEN",Cf,Latin-1 Supplement,Latin
U+00AE,"REGISTERED SIGN",So,Latin-1 Supplement,Latin
U+00AF,"MACRON",Sk,Latin-1 Supplement,Latin
U+00B0,"DEGREE SIGN",So,Latin-1 Supplement,Latin
U+00B1,"PLUS-MINUS SIGN",Sm,Latin-1 Supplement,Latin
U+00B2,"SUPERSCRIPT TWO",No,Latin-1 Supplement,Latin
U+00B3,"SUPERSCRIPT THREE",No,Latin-1 Supplement,Latin
U+00B4,"ACUTE ACCENT",Sk,Latin-1 Supplement,Latin
U+00B5,"MICRO SIGN",Ll,Latin-1 Supplement,Latin
U+00B6,"PILCROW SIGN",Po,Latin-1 Supplement,Latin
U+00B7,"MIDDLE DOT",Po,Latin-1 Supplement,Latin
U+00B8,"CEDILLA",Sk,Latin-1 Supplement,Latin
U+00B9,"SUPERSCRIPT ONE",No,Latin-1 Supplement,Latin
U+00BA,"MASCULINE ORDINAL INDICATOR",Lo,Latin-1 Supplement,Latin
U+00BB,"RIGHT-POINTING DOUBLE ANGLE QUOTATION MARK",Pf,Latin-1 Supplement,Latin
U+00BC,"VULGAR FRACTION ONE QUARTER",No,Latin-1 Supplement,Latin
U+00BD,"VULGAR FRACTION ONE HALF",No,Latin-1 Supplement,Latin
U+00BE,"VULGAR FRACTION THREE QUARTERS",No,Latin-1 Supplement,Latin
U+00BF,"INVERTED QUESTION MARK",Po,Latin-1 Supplement,Latin
U+00C0,"LATIN CAPITAL LETTER A WITH GRAVE",Lu,Latin-1 Supplement,Latin
U+00C1,"LATIN CAPITAL LETTER A WITH ACUTE",Lu,Latin-1 Supplement,Latin
U+00C2,"LATIN CAPITAL LETTER A WITH CIRCUMFLEX",Lu,Latin-1 Supplement,Latin
U+00C3,"LATIN CAPITAL LETTER A WITH TILDE",Lu,Latin-1 Supplement,Latin
U+00C4,"LATIN CAPITAL LETTER A WITH DIAERESIS",Lu,Latin-1 Supplement,Latin
U+00C5,"LATIN CAPITAL LETTER A WITH RING ABOVE",Lu,Latin-1 Supplement,Latin
U+00C6,"LATIN CAPITAL LETTER AE",Lu,Latin-1 Supplement,Latin
U+00C7,"LATIN CAPITAL LETTER C WITH CEDILLA",Lu,Latin-1 Supplement,Latin
U+00C8,"LATIN CAPITAL LETTER E WITH GRAVE",Lu,Latin-1 Supplement,Latin
U+00C9,"LATIN CAPITAL LETTER E WITH ACUTE",Lu,Latin-1 Supplement,Latin
U+00CA,"LATIN CAPITAL LETTER E WITH CIRCUMFLEX",Lu,Latin-1 Supplement,Latin
U+00CB,"LATIN CAPITAL LETTER E WITH DIAERESIS",Lu,Latin-1 Supplement,Latin
U+00CC,"LATIN CAPITAL LETTER I WITH GRAVE",Lu,Latin-1 Supplement,Latin
U+00CD,"LATIN CAPITAL LETTER I WITH ACUTE",Lu,Latin-1 Supplement,Latin
U+00CE,"LATIN CAPITAL LETTER I WITH CIRCUMFLEX",Lu,Latin-1 Supplement,Latin
U+00CF,"LATIN CAPITAL LETTER I WITH DIAERESIS",Lu,Latin-1 Supplement,Latin
U+00D0,"LATIN CAPITAL LETTER ETH",Lu,Latin-1 Supplement,Latin
U+00D1,"LATIN CAPITAL LETTER N WITH TILDE",Lu,Latin-1 Supplement,Latin
U+00D2,"LATIN CAPITAL LETTER O WITH GRAVE",Lu,Latin-1 Supplement,Latin
U+00D3,"LATIN CAPITAL LETTER O WITH ACUTE",Lu,Latin-1 Supplement,Latin
U+00D4,"LATIN CAPITAL LETTER O WITH CIRCUMFLEX",Lu,Latin-1 Supplement,Latin
U+00D5,"LATIN CAPITAL LETTER O WITH TILDE",Lu,Latin-1 Supplement,Latin
U+00D6,"LATIN CAPITAL LETTER O WITH DIAERESIS",Lu,Latin-1 Supplement,Latin
U+00D7,"MULTIPLICATION SIGN",Sm,Latin-1 Supplement,Latin
U+00D8,"LATIN CAPITAL LETTER O WITH STROKE",Lu,Latin-1 Supplement,Latin
U+00D9,"LATIN CAPITAL LETTER U WITH GRAVE",Lu,Latin-1 Supplement,Latin
U+00DA,"LATIN CAPITAL LETTER U WITH ACUTE",Lu,Latin-1 Supplement,Latin
U+00DB,"LATIN CAPITAL LETTER U WITH CIRCUMFLEX",Lu,Latin-1 Supplement,Latin
U+00DC,"LATIN CAPITAL LETTER U WITH DIAERESIS",Lu,Latin-1 Supplement,Latin
U+00DD,"LATIN CAPITAL LETTER Y WITH ACUTE",Lu,Latin-1 Supplement,Latin
U+00DE,"LATIN CAPITAL LETTER THORN",Lu,Latin-1 Supplement,Latin
U+00DF,"LATIN SMALL LETTER SHARP S",Ll,Latin-1 Supplement,Latin
U+00E0,"LATIN SMALL LETTER A WITH GRAVE",Ll,Latin-1 Supplement,Latin
U+00E1,"LATIN SMALL LETTER A WITH ACUTE",Ll,Latin-1 Supplement,Latin
U+00E2,"LATIN SMALL LETTER A WITH CIRCUMFLEX",Ll,Latin-1 Supplement,Latin
U+00E3,"LATIN SMALL LETTER A WITH TILDE",Ll,Latin-1 Supplement,Latin
U+00E4,"LATIN SMALL LETTER A WITH DIAERESIS",Ll,Latin-1 Supplement,Latin
U+00E5,"LATIN SMALL LETTER A WITH RING ABOVE",Ll,Latin-1 Supplement,Latin
U+00E6,"LATIN SMALL LETTER AE",Ll,Latin-1 Supplement,Latin
U+00E7,"LATIN SMALL LETTER C WITH CEDILLA",Ll,Latin-1 Supplement,Latin
U+00E8,"LATIN SMALL LETTER E WITH GRAVE",Ll,Latin-1 Supplement,Latin
U+00E9,"LATIN SMALL LETTER E WITH ACUTE",Ll,Latin-1 Supplement,Latin
U+00EA,"LATIN SMALL LETTER E WITH CIRCUMFLEX",Ll,Latin-1 Supplement,Latin
U+00EB,"LATIN SMALL LETTER E WITH DIAERESIS",Ll,Latin-1 Supplement,Latin
U+00EC,"LATIN SMALL LETTER I WITH GRAVE",Ll,Latin-1 Supplement,Latin
U+00ED,"LATIN SMALL LETTER I WITH ACUTE",Ll,Latin-1 Supplement,Latin
U+00EE,"LATIN SMALL LETTER I WITH CIRCUMFLEX",Ll,Latin-1 Supplement,Latin
U+00EF,"LATIN SMALL LETTER I WITH DIAERESIS",Ll,Latin-1 Supplement,Latin
U+00F0,"LATIN SMALL LETTER ETH",Ll,Latin-1 Supplement,Latin
U+00F1,"LATIN SMALL LETTER N WITH TILDE",Ll,Latin-1 Supplement,Latin
U+00F2,"LATIN SMALL LETTER O WITH GRAVE",Ll,Latin-1 Supplement,Latin
U+00F3,"LATIN SMALL LETTER O WITH ACUTE",Ll,Latin-1 Supplement,Latin
U+00F4,"LATIN SMALL LETTER O WITH CIRCUMFLEX",Ll,Latin-1 Supplement,Latin
U+00F5,"LATIN SMALL LETTER O WITH TILDE",Ll,Latin-1 Supplement,Latin
U+00F6,"LATIN SMALL LETTER O WITH DIAERESIS",Ll,Latin-1 Supplement,Latin
U+00F7,"DIVISION SIGN",Sm,Latin-1 Supplement,Latin
U+00F8,"LATIN SMALL LETTER O WITH STROKE",Ll,Latin-1 Supplement,Latin
U+00F9,"LATIN SMALL LETTER U WITH GRAVE",Ll,Latin-1 Supplement,Latin
U+00FA,"LATIN SMALL LETTER U WITH ACUTE",Ll,Latin-1 Supplement,Latin
U+00FB,"LATIN SMALL LETTER U WITH CIRCUMFLEX",Ll,Latin-1 Supplement,Latin
U+00FC,"LATIN SMALL LETTER U WITH DIAERESIS",Ll,Latin-1 Supplement,Latin
U+00FD,"LATIN SMALL LETTER Y WITH ACUTE",Ll,Latin-1 Supplement,Latin
U+00FE,"LATIN SMALL LETTER THORN",Ll,Latin-1 Supplement,Latin
U+00FF,"LATIN SMALL LETTER Y WITH DIAERESIS",Ll,Latin-1 Supplement,Latin
U+0100,"LATIN CAPITAL LETTER A WITH MACRON",Lu,Latin Extended-A,Latin
U+0101,"LATIN SMALL LETTER A WITH MACRON",Ll,Latin Extended-A,Latin
U+0102,"LATIN CAPITAL LETTER A WITH BREVE",Lu,Latin Extended-A,Latin
U+0103,"LATIN SMALL LETTER A WITH BREVE",Ll,Latin Extended-A,Latin
U+0104,"LATIN CAPITAL LETTER A WITH OGONEK",Lu,Latin Extended-A,Latin
U+0105,"LATIN SMALL LETTER A WITH OGONEK",Ll,Latin Extended-A,Latin
U+0106,"LATIN CAPITAL LETTER C WITH ACUTE",Lu,Latin Extended-A,Latin
U+0107,"LATIN SMALL LETTER C WITH ACUTE",Ll,Latin Extended-A,Latin
U+0108,"LATIN CAPITAL LETTER C WITH CIRCUMFLEX",Lu,Latin Extended-A,Latin
U+0109,"LATIN SMALL LETTER C WITH CIRCUMFLEX",Ll,Latin Extended-A,Latin
U+010A,"LATIN CAPITAL LETTER C WITH DOT ABOVE",Lu,Latin Extended-A,Latin
U+010B,"LATIN SMALL LETTER C WITH DOT ABOVE",Ll,Latin Extended-A,Latin
U+010C,"LATIN CAPITAL LETTER C WITH CARON",Lu,Latin Extended-A,Latin
U+010D,"LATIN SMALL LETTER C WITH CARON",Ll,Latin Extended-A,Latin
U+010E,"LATIN CAPITAL LETTER D WITH CARON",Lu,Latin Extended-A,Latin
U+010F,"LATIN SMALL LETTER D WITH CARON",Ll,Latin Extended-A,Latin
U+0110,"LATIN CAPITAL LETTER D WITH STROKE",Lu,Latin Extended-A,Latin
U+0111,"LATIN SMALL LETTER D WITH STROKE",Ll,Latin Extended-A,Latin
U+0112,"LATIN CAPITAL LETTER E WITH MACRON",Lu,Latin Extended-A,Latin
U+0113,"LATIN SMALL LETTER E WITH MACRON",Ll,Latin Extended-A,Latin
U+0114,"LATIN CAPITAL LETTER E WITH BREVE",Lu,Latin Extended-A,Latin
U+0115,"LATIN SMALL LETTER E WITH BREVE",Ll,Latin Extended-A,Latin
U+0116,"LATIN CAPITAL LETTER E WITH DOT ABOVE",Lu,Latin Extended-A,Latin
U+0117,"LATIN SMALL LETTER E WITH DOT ABOVE",Ll,Latin Extended-A,Latin
U+0118,"LATIN CAPITAL LETTER E WITH OGONEK",Lu,Latin Extended-A,Latin
U+0119,"LATIN SMALL LETTER E WITH OGONEK",Ll,Latin Extended-A,Latin
U+011A,"LATIN CAPITAL LETTER E WITH CARON",Lu,Latin Extended-A,Latin
U+011B,"LATIN SMALL LETTER E WITH CARON",Ll,Latin Extended-A,Latin
U+011C,"LATIN CAPITAL LETTER G WITH CIRCUMFLEX",Lu,Latin Extended-A,Latin
U+011D,"LATIN SMALL LETTER G WITH CIRCUMFLEX",Ll,Latin Extended-A,Latin
U+011E,"LATIN CAPITAL LETTER G WITH BREVE",Lu,Latin Extended-A,Latin
U+011F,"LATIN SMALL LETTER G WITH BREVE",Ll,Latin Extended-A,Latin
U+0120,"LATIN CAPITAL LETTER G WITH DOT ABOVE",Lu,Latin Extended-A,Latin
U+0121,"LATIN SMALL LETTER G WITH DOT ABOVE",Ll,Latin Extended-A,Latin
U+0122,"LATIN CAPITAL LETTER G WITH CEDILLA",Lu,Latin Extended-A,Latin
U+0123,"LATIN SMALL LETTER G WITH CEDILLA",Ll,Latin Extended-A,Latin
U+0124,"LATIN CAPITAL LETTER H WITH CIRCUMFLEX",Lu,Latin Extended-A,Latin
U+0125,"LATIN SMALL LETTER H WITH CIRCUMFLEX",Ll,Latin Extended-A,Latin
U+0126,"LATIN CAPITAL LETTER H WITH STROKE",Lu,Latin Extended-A,Latin
U+0127,"LATIN SMALL LETTER H WITH STROKE",Ll,Latin Extended-A,Latin
U+0128,"LATIN CAPITAL LETTER I WITH TILDE",Lu,Latin Extended-A,Latin
U+0129,"LATIN SMALL LETTER I WITH TILDE",Ll,Latin Extended-A,Latin
U+012A,"LATIN CAPITAL LETTER I WITH MACRON",Lu,Latin Extended-A,Latin
U+012B,"LATIN SMALL LETTER I WITH MACRON",Ll,Latin Extended-A,Latin
U+012C,"LATIN CAPITAL LETTER I WITH BREVE",Lu,Latin Extended-A,Latin
U+012D,"LATIN SMALL LETTER I WITH BREVE",Ll,Latin Extended-A,Latin
U+012E,"LATIN CAPITAL LETTER I WITH OGONEK",Lu,Latin Extended-A,Latin
U+012F,"LATIN SMALL LETTER I WITH OGONEK",Ll,Latin Extended-A,Latin
U+0130,"LATIN CAPITAL LETTER I WITH DOT ABOVE",Lu,Latin Extended-A,Latin
U+0131,"LATIN SMALL LETTER DOTLESS I",Ll,Latin Extended-A,Latin
U+0132,"LATIN CAPITAL LIGATURE IJ",Lu,Latin Extended-A,Latin
U+0133,"LATIN SMALL LIGATURE IJ",Ll,Latin Extended-A,Latin
U+0134,"LATIN CAPITAL LETTER J WITH CIRCUMFLEX",Lu,Latin Extended-A,Latin
U+0135,"LATIN SMALL LETTER J WITH CIRCUMFLEX",Ll,Latin Extended-A,Latin
U+0136,"LATIN CAPITAL LETTER K WITH CEDILLA",Lu,Latin Extended-A,Latin
U+0137,"LATIN SMALL LETTER K WITH CEDILLA",Ll,Latin Extended-A,Latin
U+0138,"LATIN SMALL LETTER KRA",Ll,Latin Extended-A,Latin
U+0139,"LATIN CAPITAL LETTER L WITH ACUTE",Lu,Latin Extended-A,Latin
U+013A,"LATIN SMALL LETTER L WITH ACUTE",Ll,Latin Extended-A,Latin
U+013B,"LATIN CAPITAL LETTER L WITH CEDILLA",Lu,Latin Extended-A,Latin
U+013C,"LATIN SMALL LETTER L WITH CEDILLA",Ll,Latin Extended-A,Latin
U+013D,"LATIN CAPITAL LETTER L WITH CARON",Lu,Latin Extended-A,Latin
U+013E,"LATIN SMALL LETTER L WITH CARON",Ll,Latin Extended-A,Latin
U+013F,"LATIN CAPITAL LETTER L WITH MIDDLE DOT",Lu,Latin Extended-A,Latin
U+0140,"LATIN SMALL LETTER L WITH MIDDLE DOT",Ll,Latin Extended-A,Latin
U+0141,"LATIN CAPITAL LETTER L WITH STROKE",Lu,Latin Extended-A,Latin
U+0142,"LATIN SMALL LETTER L WITH STROKE",Ll,Latin Extended-A,Latin
U+0143,"LATIN CAPITAL LETTER N WITH ACUTE",Lu,Latin Extended-A,Latin
U+0144,"LATIN SMALL LETTER N WITH ACUTE",Ll,Latin Extended-A,Latin
U+0145,"LATIN CAPITAL LETTER N WITH CEDILLA",Lu,Latin Extended-A,Latin
U+0146,"LATIN SMALL LETTER N WITH CEDILLA",Ll,Latin Extended-A,Latin
U+0147,"LATIN CAPITAL LETTER N WITH CARON",Lu,Latin Extended-A,Latin
U+0148,"LATIN SMALL LETTER N WITH CARON",Ll,Latin Extended-A,Latin
U+0149,"LATIN SMALL LETTER N PRECEDED BY APOSTROPHE",Ll,Latin Extended-A,Latin
U+014A,"LATIN CAPITAL LETTER ENG",Lu,Latin Extended-A,Latin
U+014B,"LATIN SMALL LETTER ENG",Ll,Latin Extended-A,Latin
U+014C,"LATIN CAPITAL LETTER O WITH MACRON",Lu,Latin Extended-A,Latin
U+014D,"LATIN SMALL LETTER O WITH MACRON",Ll,Latin Extended-A,Latin
U+014E,"LATIN CAPITAL LETTER O WITH BREVE",Lu,Latin Extended-A,Latin
U+014F,"LATIN SMALL LETTER O WITH BREVE",Ll,Latin Extended-A,Latin
U+0150,"LATIN CAPITAL LETTER O WITH DOUBLE ACUTE",Lu,Latin Extended-A,Latin
U+0151,"LATIN SMALL LETTER O WITH DOUBLE ACUTE",Ll,Latin Extended-A,Latin
U+0152,"LATIN CAPITAL LIGATURE OE",Lu,Latin Extended-A,Latin
U+0153,"LATIN SMALL LIGATURE OE",Ll,Latin Extended-A,Latin
U+0154,"LATIN CAPITAL LETTER R WITH ACUTE",Lu,Latin Extended-A,Latin
U+0155,"LATIN SMALL LETTER R WITH ACUTE",Ll,Latin Extended-A,Latin
U+0156,"LATIN CAPITAL LETTER R WITH CEDILLA",Lu,Latin Extended-A,Latin
U+0157,"LATIN SMALL LETTER R WITH CEDILLA",Ll,Latin Extended-A,Latin
U+0158,"LATIN CAPITAL LETTER R WITH CARON",Lu,Latin Extended-A,Latin
U+0159,"LATIN SMALL LETTER R WITH CARON",Ll,Latin Extended-A,Latin
