Code,"Name",SubCategory,Block,Group
U+1EE36,"ARABIC MATHEMATICAL INITIAL THEH",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE37,"ARABIC MATHEMATICAL INITIAL KHAH",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE39,"ARABIC MATHEMATICAL INITIAL DAD",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE3B,"ARABIC MATHEMATICAL INITIAL GHAIN",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE42,"ARABIC MATHEMATICAL TAILED JEEM",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE47,"ARABIC MATHEMATICAL TAILED HAH",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE49,"ARABIC MATHEMATICAL TAILED YEH",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE4B,"ARABIC MATHEMATICAL TAILED LAM",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE4D,"ARABIC MATHEMATICAL TAILED NOON",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE4E,"ARABIC MATHEMATICAL TAILED SEEN",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE4F,"ARABIC MATHEMATICAL TAILED AIN",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE51,"ARABIC MATHEMATICAL TAILED SAD",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE52,"ARABIC MATHEMATICAL TAILED QAF",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE54,"ARABIC MATHEMATICAL TAILED SHEEN",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE57,"ARABIC MATHEMATICAL TAILED KHAH",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE59,"ARABIC MATHEMATICAL TAILED DAD",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE5B,"ARABIC MATHEMATICAL TAILED GHAIN",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE5D,"ARABIC MATHEMATICAL TAILED DOTLESS NOON",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE5F,"ARABIC MATHEMATICAL TAILED DOTLESS QAF",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE61,"ARABIC MATHEMATICAL STRETCHED BEH",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE62,"ARABIC MATHEMATICAL STRETCHED JEEM",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE64,"ARABIC MATHEMATICAL STRETCHED HEH",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE67,"ARABIC MATHEMATICAL STRETCHED HAH",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE68,"ARABIC MATHEMATICAL STRETCHED TAH",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE69,"ARABIC MATHEMATICAL STRETCHED YEH",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE6A,"ARABIC MATHEMATICAL STRETCHED KAF",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE6C,"ARABIC MATHEMATICAL STRETCHED MEEM",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE6D,"ARABIC MATHEMATICAL STRETCHED NOON",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE6E,"ARABIC MATHEMATICAL STRETCHED SEEN",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE6F,"ARABIC MATHEMATICAL STRETCHED AIN",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE70,"ARABIC MATHEMATICAL STRETCHED FEH",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE71,"ARABIC MATHEMATICAL STRETCHED SAD",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE72,"ARABIC MATHEMATICAL STRETCHED QAF",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE74,"ARABIC MATHEMATICAL STRETCHED SHEEN",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE75,"ARABIC MATHEMATICAL STRETCHED TEH",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE76,"ARABIC MATHEMATICAL STRETCHED THEH",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE77,"ARABIC MATHEMATICAL STRETCHED KHAH",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE79,"ARABIC MATHEMATICAL STRETCHED DAD",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE7A,"ARABIC MATHEMATICAL STRETCHED ZAH",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE7B,"ARABIC MATHEMATICAL STRETCHED GHAIN",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE7C,"ARABIC MATHEMATICAL STRETCHED DOTLESS BEH",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE7E,"ARABIC MATHEMATICAL STRETCHED DOTLESS FEH",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE80,"ARABIC MATHEMATICAL LOOPED ALEF",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE81,"ARABIC MATHEMATICAL LOOPED BEH",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE82,"ARABIC MATHEMATICAL LOOPED JEEM",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE83,"ARABIC MATHEMATICAL LOOPED DAL",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE84,"ARABIC MATHEMATICAL LOOPED HEH",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE85,"ARABIC MATHEMATICAL LOOPED WAW",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE86,"ARABIC MATHEMATICAL LOOPED ZAIN",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE87,"ARABIC MATHEMATICAL LOOPED HAH",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE88,"ARABIC MATHEMATICAL LOOPED TAH",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE89,"ARABIC MATHEMATICAL LOOPED YEH",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE8B,"ARABIC MATHEMATICAL LOOPED LAM",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE8C,"ARABIC MATHEMATICAL LOOPED MEEM",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE8D,"ARABIC MATHEMATICAL LOOPED NOON",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE8E,"ARABIC MATHEMATICAL LOOPED SEEN",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE8F,"ARABIC MATHEMATICAL LOOPED AIN",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE90,"ARABIC MATHEMATICAL LOOPED FEH",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE91,"ARABIC MATHEMATICAL LOOPED SAD",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE92,"ARABIC MATHEMATICAL LOOPED QAF",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE93,"ARABIC MATHEMATICAL LOOPED REH",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE94,"ARABIC MATHEMATICAL LOOPED SHEEN",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE95,"ARABIC MATHEMATICAL LOOPED TEH",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE96,"ARABIC MATHEMATICAL LOOPED THEH",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE97,"ARABIC MATHEMATICAL LOOPED KHAH",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE98,"ARABIC MATHEMATICAL LOOPED THAL",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE99,"ARABIC MATHEMATICAL LOOPED DAD",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE9A,"ARABIC MATHEMATICAL LOOPED ZAH",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EE9B,"ARABIC MATHEMATICAL LOOPED GHAIN",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EEA1,"ARABIC MATHEMATICAL DOUBLE-STRUCK BEH",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EEA2,"ARABIC MATHEMATICAL DOUBLE-STRUCK JEEM",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EEA3,"ARABIC MATHEMATICAL DOUBLE-STRUCK DAL",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EEA5,"ARABIC MATHEMATICAL DOUBLE-STRUCK WAW",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EEA6,"ARABIC MATHEMATICAL DOUBLE-STRUCK ZAIN",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EEA7,"ARABIC MATHEMATICAL DOUBLE-STRUCK HAH",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EEA8,"ARABIC MATHEMATICAL DOUBLE-STRUCK TAH",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EEA9,"ARABIC MATHEMATICAL DOUBLE-STRUCK YEH",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EEAB,"ARABIC MATHEMATICAL DOUBLE-STRUCK LAM",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EEAC,"ARABIC MATHEMATICAL DOUBLE-STRUCK MEEM",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EEAD,"ARABIC MATHEMATICAL DOUBLE-STRUCK NOON",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EEAE,"ARABIC MATHEMATICAL DOUBLE-STRUCK SEEN",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EEAF,"ARABIC MATHEMATICAL DOUBLE-STRUCK AIN",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EEB0,"ARABIC MATHEMATICAL DOUBLE-STRUCK FEH",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EEB1,"ARABIC MATHEMATICAL DOUBLE-STRUCK SAD",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EEB2,"ARABIC MATHEMATICAL DOUBLE-STRUCK QAF",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EEB3,"ARABIC MATHEMATICAL DOUBLE-STRUCK REH",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EEB4,"ARABIC MATHEMATICAL DOUBLE-STRUCK SHEEN",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EEB5,"ARABIC MATHEMATICAL DOUBLE-STRUCK TEH",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EEB6,"ARABIC MATHEMATICAL DOUBLE-STRUCK THEH",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EEB7,"ARABIC MATHEMATICAL DOUBLE-STRUCK KHAH",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EEB8,"ARABIC MATHEMATICAL DOUBLE-STRUCK THAL",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EEB9,"ARABIC MATHEMATICAL DOUBLE-STRUCK DAD",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EEBA,"ARABIC MATHEMATICAL DOUBLE-STRUCK ZAH",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EEBB,"ARABIC MATHEMATICAL DOUBLE-STRUCK GHAIN",Lo,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EEF0,"ARABIC MATHEMATICAL OPERATOR MEEM WITH HAH WITH TATWEEL",Sm,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1EEF1,"ARABIC MATHEMATICAL OPERATOR HAH WITH DAL",Sm,Arabic Mathematical Alphabetic Symbols,Math Uncommon
U+1F000,"MAHJONG TILE EAST WIND",So,Mahjong Tile,Shapes
U+1F001,"MAHJONG TILE SOUTH WIND",So,Mahjong Tile,Shapes
U+1F002,"MAHJONG TILE WEST WIND",So,Mahjong Tile,Shapes
U+1F003,"MAHJONG TILE NORTH WIND",So,Mahjong Tile,Shapes
U+1F004,"MAHJONG TILE RED DRAGON",So,Mahjong Tile,Shapes
U+1F005,"MAHJONG TILE GREEN DRAGON",So,Mahjong Tile,Shapes
U+1F006,"MAHJONG TILE WHITE DRAGON",So,Mahjong Tile,Shapes
U+1F007,"MAHJONG TILE ONE OF CHARACTERS",So,Mahjong Tile,Shapes
U+1F008,"MAHJONG TILE TWO OF CHARACTERS",So,Mahjong Tile,Shapes
U+1F009,"MAHJONG TILE THREE OF CHARACTERS",So,Mahjong Tile,Shapes
U+1F00A,"MAHJONG TILE FOUR OF CHARACTERS",So,Mahjong Tile,Shapes
U+1F00B,"MAHJONG TILE FIVE OF CHARACTERS",So,Mahjong Tile,Shapes
U+1F00C,"MAHJONG TILE SIX OF CHARACTERS",So,Mahjong Tile,Shapes
U+1F00D,"MAHJONG TILE SEVEN OF CHARACTERS",So,Mahjong Tile,Shapes
U+1F00E,"MAHJONG TILE EIGHT OF CHARACTERS",So,Mahjong Tile,Shapes
U+1F00F,"MAHJONG TILE NINE OF CHARACTERS",So,Mahjong Tile,Shapes
U+1F010,"MAHJONG TILE ONE OF BAMBOOS",So,Mahjong Tile,Shapes
U+1F011,"MAHJONG TILE TWO OF BAMBOOS",So,Mahjong Tile,Shapes
U+1F012,"MAHJONG TILE THREE OF BAMBOOS",So,Mahjong Tile,Shapes
U+1F013,"MAHJONG TILE FOUR OF BAMBOOS",So,Mahjong Tile,Shapes
U+1F014,"MAHJONG TILE FIVE OF BAMBOOS",So,Mahjong Tile,Shapes
U+1F015,"MAHJONG TILE SIX OF BAMBOOS",So,Mahjong Tile,Shapes
U+1F016,"MAHJONG TILE SEVEN OF BAMBOOS",So,Mahjong Tile,Shapes
U+1F017,"MAHJONG TILE EIGHT OF BAMBOOS",So,Mahjong Tile,Shapes
U+1F018,"MAHJONG TILE NINE OF BAMBOOS",So,Mahjong Tile,Shapes
U+1F019,"MAHJONG TILE ONE OF CIRCLES",So,Mahjong Tile,Shapes
U+1F01A,"MAHJONG TILE TWO OF CIRCLES",So,Mahjong Tile,Shapes
U+1F01B,"MAHJONG TILE THREE OF CIRCLES",So,Mahjong Tile,Shapes
U+1F01C,"MAHJONG TILE FOUR OF CIRCLES",So,Mahjong Tile,Shapes
U+1F01D,"MAHJONG TILE FIVE OF CIRCLES",So,Mahjong Tile,Shapes
U+1F01E,"MAHJONG TILE SIX OF CIRCLES",So,Mahjong Tile,Shapes
U+1F01F,"MAHJONG TILE SEVEN OF CIRCLES",So,Mahjong Tile,Shapes
U+1F020,"MAHJONG TILE EIGHT OF CIRCLES",So,Mahjong Tile,Shapes
U+1F021,"MAHJONG TILE NINE OF CIRCLES",So,Mahjong Tile,Shapes
U+1F022,"MAHJONG TILE PLUM",So,Mahjong Tile,Shapes
U+1F023,"MAHJONG TILE ORCHID",So,Mahjong Tile,Shapes
U+1F024,"MAHJONG TILE BAMBOO",So,Mahjong Tile,Shapes
U+1F025,"MAHJONG TILE CHRYSANTHEMUM",So,Mahjong Tile,Shapes
U+1F026,"MAHJONG TILE SPRING",So,Mahjong Tile,Shapes
U+1F027,"MAHJONG TILE SUMMER",So,Mahjong Tile,Shapes
U+1F028,"MAHJONG TILE AUTUMN",So,Mahjong Tile,Shapes
U+1F029,"MAHJONG TILE WINTER",So,Mahjong Tile,Shapes
U+1F02A,"MAHJONG TILE JOKER",So,Mahjong Tile,Shapes
U+1F02B,"MAHJONG TILE BACK",So,Mahjong Tile,Shapes
U+1F030,"DOMINO TILE HORIZONTAL BACK",So,Domino Tiles,Shapes
U+1F031,"DOMINO TILE HORIZONTAL-00-00",So,Domino Tiles,Shapes
U+1F032,"DOMINO TILE HORIZONTAL-00-01",So,Domino Tiles,Shapes
U+1F033,"DOMINO TILE HORIZONTAL-00-02",So,Domino Tiles,Shapes
U+1F034,"DOMINO TILE HORIZONTAL-00-03",So,Domino Tiles,Shapes
U+1F035,"DOMINO TILE HORIZONTAL-00-04",So,Domino Tiles,Shapes
U+1F036,"DOMINO TILE HORIZONTAL-00-05",So,Domino Tiles,Shapes
U+1F037,"DOMINO TILE HORIZONTAL-00-06",So,Domino Tiles,Shapes
U+1F038,"DOMINO TILE HORIZONTAL-01-00",So,Domino Tiles,Shapes
U+1F039,"DOMINO TILE HORIZONTAL-01-01",So,Domino Tiles,Shapes
U+1F03A,"DOMINO TILE HORIZONTAL-01-02",So,Domino Tiles,Shapes
U+1F03B,"DOMINO TILE HORIZONTAL-01-03",So,Domino Tiles,Shapes
U+1F03C,"DOMINO TILE HORIZONTAL-01-04",So,Domino Tiles,Shapes
U+1F03D,"DOMINO TILE HORIZONTAL-01-05",So,Domino Tiles,Shapes
U+1F03E,"DOMINO TILE HORIZONTAL-01-06",So,Domino Tiles,Shapes
U+1F03F,"DOMINO TILE HORIZONTAL-02-00",So,Domino Tiles,Shapes
U+1F040,"DOMINO TILE HORIZONTAL-02-01",So,Domino Tiles,Shapes
U+1F041,"DOMINO TILE HORIZONTAL-02-02",So,Domino Tiles,Shapes
U+1F042,"DOMINO TILE HORIZONTAL-02-03",So,Domino Tiles,Shapes
U+1F043,"DOMINO TILE HORIZONTAL-02-04",So,Domino Tiles,Shapes
U+1F044,"DOMINO TILE HORIZONTAL-02-05",So,Domino Tiles,Shapes
U+1F045,"DOMINO TILE HORIZONTAL-02-06",So,Domino Tiles,Shapes
U+1F046,"DOMINO TILE HORIZONTAL-03-00",So,Domino Tiles,Shapes
U+1F047,"DOMINO TILE HORIZONTAL-03-01",So,Domino Tiles,Shapes
U+1F048,"DOMINO TILE HORIZONTAL-03-02",So,Domino Tiles,Shapes
U+1F049,"DOMINO TILE HORIZONTAL-03-03",So,Domino Tiles,Shapes
U+1F04A,"DOMINO TILE HORIZONTAL-03-04",So,Domino Tiles,Shapes
U+1F04B,"DOMINO TILE HORIZONTAL-03-05",So,Domino Tiles,Shapes
U+1F04C,"DOMINO TILE HORIZONTAL-03-06",So,Domino Tiles,Shapes
U+1F04D,"DOMINO TILE HORIZONTAL-04-00",So,Domino Tiles,Shapes
U+1F04E,"DOMINO TILE HORIZONTAL-04-01",So,Domino Tiles,Shapes
U+1F04F,"DOMINO TILE HORIZONTAL-04-02",So,Domino Tiles,Shapes
U+1F050,"DOMINO TILE HORIZONTAL-04-03",So,Domino Tiles,Shapes
U+1F051,"DOMINO TILE HORIZONTAL-04-04",So,Domino Tiles,Shapes
U+1F052,"DOMINO TILE HORIZONTAL-04-05",So,Domino Tiles,Shapes
U+1F053,"DOMINO TILE HORIZONTAL-04-06",So,Domino Tiles,Shapes
U+1F054,"DOMINO TILE HORIZONTAL-05-00",So,Domino Tiles,Shapes
U+1F055,"DOMINO TILE HORIZONTAL-05-01",So,Domino Tiles,Shapes
U+1F056,"DOMINO TILE HORIZONTAL-05-02",So,Domino Tiles,Shapes
U+1F057,"DOMINO TILE HORIZONTAL-05-03",So,Domino Tiles,Shapes
U+1F058,"DOMINO TILE HORIZONTAL-05-04",So,Domino Tiles,Shapes
U+1F059,"DOMINO TILE HORIZONTAL-05-05",So,Domino Tiles,Shapes
U+1F05A,"DOMINO TILE HORIZONTAL-05-06",So,Domino Tiles,Shapes
U+1F05B,"DOMINO TILE HORIZONTAL-06-00",So,Domino Tiles,Shapes
U+1F05C,"DOMINO TILE HORIZONTAL-06-01",So,Domino Tiles,Shapes
U+1F05D,"DOMINO TILE HORIZONTAL-06-02",So,Domino Tiles,Shapes
U+1F05E,"DOMINO TILE HORIZONTAL-06-03",So,Domino Tiles,Shapes
U+1F05F,"DOMINO TILE HORIZONTAL-06-04",So,Domino Tiles,Shapes
U+1F060,"DOMINO TILE HORIZONTAL-06-05",So,Domino Tiles,Shapes
U+1F061,"DOMINO TILE HORIZONTAL-06-06",So,Domino Tiles,Shapes
U+1F062,"DOMINO TILE VERTICAL BACK",So,Domino Tiles,Shapes
U+1F063,"DOMINO TILE VERTICAL-00-00",So,Domino Tiles,Shapes
U+1F064,"DOMINO TILE VERTICAL-00-01",So,Domino Tiles,Shapes
U+1F065,"DOMINO TILE VERTICAL-00-02",So,Domino Tiles,Shapes
U+1F066,"DOMINO TILE VERTICAL-00-03",So,Domino Tiles,Shapes
U+1F067,"DOMINO TILE VERTICAL-00-04",So,Domino Tiles,Shapes
U+1F068,"DOMINO TILE VERTICAL-00-05",So,Domino Tiles,Shapes
U+1F069,"DOMINO TILE VERTICAL-00-06",So,Domino Tiles,Shapes
U+1F06A,"DOMINO TILE VERTICAL-01-00",So,Domino Tiles,Shapes
U+1F06B,"DOMINO TILE VERTICAL-01-01",So,Domino Tiles,Shapes
U+1F06C,"DOMINO TILE VERTICAL-01-02",So,Domino Tiles,Shapes
U+1F06D,"DOMINO TILE VERTICAL-01-03",So,Domino Tiles,Shapes
U+1F06E,"DOMINO TILE VERTICAL-01-04",So,Domino Tiles,Shapes
U+1F06F,"DOMINO TILE VERTICAL-01-05",So,Domino Tiles,Shapes
U+1F070,"DOMINO TILE VERTICAL-01-06",So,Domino Tiles,Shapes
U+1F071,"DOMINO TILE VERTICAL-02-00",So,Domino Tiles,Shapes
U+1F072,"DOMINO TILE VERTICAL-02-01",So,Domino Tiles,Shapes
U+1F073,"DOMINO TILE VERTICAL-02-02",So,Domino Tiles,Shapes
U+1F074,"DOMINO TILE VERTICAL-02-03",So,Domino Tiles,Shapes
U+1F075,"DOMINO TILE VERTICAL-02-04",So,Domino Tiles,Shapes
U+1F076,"DOMINO TILE VERTICAL-02-05",So,Domino Tiles,Shapes
U+1F077,"DOMINO TILE VERTICAL-02-06",So,Domino Tiles,Shapes
U+1F078,"DOMINO TILE VERTICAL-03-00",So,Domino Tiles,Shapes
U+1F079,"DOMINO TILE VERTICAL-03-01",So,Domino Tiles,Shapes
U+1F07A,"DOMINO TILE VERTICAL-03-02",So,Domino Tiles,Shapes
U+1F07B,"DOMINO TILE VERTICAL-03-03",So,Domino Tiles,Shapes
U+1F07C,"DOMINO TILE VERTICAL-03-04",So,Domino Tiles,Shapes
U+1F07D,"DOMINO TILE VERTICAL-03-05",So,Domino Tiles,Shapes
U+1F07E,"DOMINO TILE VERTICAL-03-06",So,Domino Tiles,Shapes
U+1F07F,"DOMINO TILE VERTICAL-04-00",So,Domino Tiles,Shapes
U+1F080,"DOMINO TILE VERTICAL-04-01",So,Domino Tiles,Shapes
U+1F081,"DOMINO TILE VERTICAL-04-02",So,Domino Tiles,Shapes
U+1F082,"DOMINO TILE VERTICAL-04-03",So,Domino Tiles,Shapes
U+1F083,"DOMINO TILE VERTICAL-04-04",So,Domino Tiles,Shapes
U+1F084,"DOMINO TILE VERTICAL-04-05",So,Domino Tiles,Shapes
U+1F085,"DOMINO TILE VERTICAL-04-06",So,Domino Tiles,Shapes
U+1F086,"DOMINO TILE VERTICAL-05-00",So,Domino Tiles,Shapes
U+1F087,"DOMINO TILE VERTICAL-05-01",So,Domino Tiles,Shapes
U+1F088,"DOMINO TILE VERTICAL-05-02",So,Domino Tiles,Shapes
U+1F089,"DOMINO TILE VERTICAL-05-03",So,Domino Tiles,Shapes
U+1F08A,"DOMINO TILE VERTICAL-05-04",So,Domino Tiles,Shapes
U+1F08B,"DOMINO TILE VERTICAL-05-05",So,Domino Tiles,Shapes
U+1F08C,"DOMINO TILE VERTICAL-05-06",So,Domino Tiles,Shapes
U+1F08D,"DOMINO TILE VERTICAL-06-00",So,Domino Tiles,Shapes
U+1F08E,"DOMINO TILE VERTICAL-06-01",So,Domino Tiles,Shapes
U+1F08F,"DOMINO TILE VERTICAL-06-02",So,Domino Tiles,Shapes
U+1F090,"DOMINO TILE VERTICAL-06-03",So,Domino Tiles,Shapes
U+1F091,"DOMINO TILE VERTICAL-06-04",So,Domino Tiles,Shapes
U+1F092,"DOMINO TILE VERTICAL-06-05",So,Domino Tiles,Shapes
U+1F093,"DOMINO TILE VERTICAL-06-06",So,Domino Tiles,Shapes
U+1F0A0,"PLAYING CARD BACK",So,Playing Cards,Shapes
U+1F0A1,"PLAYING CARD ACE OF SPADES",So,Playing Cards,Shapes
U+1F0A2,"PLAYING CARD TWO OF SPADES",So,Playing Cards,Shapes
U+1F0A3,"PLAYING CARD THREE OF SPADES",So,Playing Cards,Shapes
U+1F0A4,"PLAYING CARD FOUR OF SPADES",So,Playing Cards,Shapes
U+1F0A5,"PLAYING CARD FIVE OF SPADES",So,Playing Cards,Shapes
U+1F0A6,"PLAYING CARD SIX OF SPADES",So,Playing Cards,Shapes
U+1F0A7,"PLAYING CARD SEVEN OF SPADES",So,Playing Cards,Shapes
U+1F0A8,"PLAYING CARD EIGHT OF SPADES",So,Playing Cards,Shapes
U+1F0A9,"PLAYING CARD NINE OF SPADES",So,Playing Cards,Shapes
U+1F0AA,"PLAYING CARD TEN OF SPADES",So,Playing Cards,Shapes
U+1F0AB,"PLAYING CARD JACK OF SPADES",So,Playing Cards,Shapes
U+1F0AC,"PLAYING CARD KNIGHT OF SPADES",So,Playing Cards,Shapes
U+1F0AD,"PLAYING CARD QUEEN OF SPADES",So,Playing Cards,Shapes
U+1F0AE,"PLAYING CARD KING OF SPADES",So,Playing Cards,Shapes
U+1F0B1,"PLAYING CARD ACE OF HEARTS",So,Playing Cards,Shapes
U+1F0B2,"PLAYING CARD TWO OF HEARTS",So,Playing Cards,Shapes
U+1F0B3,"PLAYING CARD THREE OF HEARTS",So,Playing Cards,Shapes
U+1F0B4,"PLAYING CARD FOUR OF HEARTS",So,Playing Cards,Shapes
U+1F0B5,"PLAYING CARD FIVE OF HEARTS",So,Playing Cards,Shapes
U+1F0B6,"PLAYING CARD SIX OF HEARTS",So,Playing Cards,Shapes
U+1F0B7,"PLAYING CARD SEVEN OF HEARTS",So,Playing Cards,Shapes
U+1F0B8,"PLAYING CARD EIGHT OF HEARTS",So,Playing Cards,Shapes
U+1F0B9,"PLAYING CARD NINE OF HEARTS",So,Playing Cards,Shapes
U+1F0BA,"PLAYING CARD TEN OF HEARTS",So,Playing Cards,Shapes
U+1F0BB,"PLAYING CARD JACK OF HEARTS",So,Playing Cards,Shapes
U+1F0BC,"PLAYING CARD KNIGHT OF HEARTS",So,Playing Cards,Shapes
U+1F0BD,"PLAYING CARD QUEEN OF HEARTS",So,Playing Cards,Shapes
U+1F0BE,"PLAYING CARD KING OF HEARTS",So,Playing Cards,Shapes
U+1F0BF,"PLAYING CARD RED JOKER",So,Playing Cards,Shapes
U+1F0C1,"PLAYING CARD ACE OF DIAMONDS",So,Playing Cards,Shapes
U+1F0C2,"PLAYING CARD TWO OF DIAMONDS",So,Playing Cards,Shapes
U+1F0C3,"PLAYING CARD THREE OF DIAMONDS",So,Playing Cards,Shapes
U+1F0C4,"PLAYING CARD FOUR OF DIAMONDS",So,Playing Cards,Shapes
